agri_year,month_start,calendar_year,month,district_id,district,price_type,commodity,price_rs_per_quintal,unit,data_origin,annual_level_basis,annual_level_rs_per_quintal,generator_version,generator_seed
2019-20,2020-02-01,2020,2,OD24,Nayagarh,Wholesale,Biri,4691.4,Rs/quintal,synthetic,projected,4955.51,synthetic-prices-v1,20260917
2019-20,2020-03-01,2020,3,OD24,Nayagarh,Wholesale,Biri,4703.65,Rs/quintal,synthetic,projected,4955.51,synthetic-prices-v1,20260917
2019-20,2020-04-01,2020,4,OD24,Nayagarh,Wholesale,Biri,4574.6,Rs/quintal,synthetic,projected,4955.51,synthetic-prices-v1,20260917
2019-20,2020-05-01,2020,5,OD24,Nayagarh,Wholesale,Biri,4620.23,Rs/quintal,synthetic,projected,4955.51,synthetic-prices-v1,20260917
2019-20,2020-06-01,2020,6,OD24,Nayagarh,Wholesale,Biri,4978.52,Rs/quintal,synthetic,projected,4955.51,synthetic-prices-v1,20260917
2020-21,2020-07-01,2020,7,OD24,Nayagarh,Wholesale,Biri,5678.87,Rs/quintal,synthetic,projected,5188.48,synthetic-prices-v1,20260917
2020-21,2020-08-01,2020,8,OD24,Nayagarh,Wholesale,Biri,5415.2,Rs/quintal,synthetic,projected,5188.48,synthetic-prices-v1,20260917
2020-21,2020-09-01,2020,9,OD24,Nayagarh,Wholesale,Biri,5417.36,Rs/quintal,synthetic,projected,5188.48,synthetic-prices-v1,20260917
2020-21,2020-10-01,2020,10,OD24,Nayagarh,Wholesale,Biri,5335.85,Rs/quintal,synthetic,projected,5188.48,synthetic-prices-v1,20260917
2020-21,2020-11-01,2020,11,OD24,Nayagarh,Wholesale,Biri,5336.04,Rs/quintal,synthetic,projected,5188.48,synthetic-prices-v1,20260917
2020-21,2020-12-01,2020,12,OD24,Nayagarh,Wholesale,Biri,5197.85,Rs/quintal,synthetic,projected,5188.48,synthetic-prices-v1,20260917
2020-21,2021-01-01,2021,1,OD24,Nayagarh,Wholesale,Biri,4939.42,Rs/quintal,synthetic,projected,5188.48,synthetic-prices-v1,20260917
2020-21,2021-02-01,2021,2,OD24,Nayagarh,Wholesale,Biri,4931.44,Rs/quintal,synthetic,projected,5188.48,synthetic-prices-v1,20260917
2020-21,2021-03-01,2021,3,OD24,Nayagarh,Wholesale,Biri,4807.57,Rs/quintal,synthetic,projected,5188.48,synthetic-prices-v1,20260917
2020-21,2021-04-01,2021,4,OD24,Nayagarh,Wholesale,Biri,4944.6,Rs/quintal,synthetic,projected,5188.48,synthetic-prices-v1,20260917
2020-21,2021-05-01,2021,5,OD24,Nayagarh,Wholesale,Biri,5203.19,Rs/quintal,synthetic,projected,5188.48,synthetic-prices-v1,20260917
2020-21,2021-06-01,2021,6,OD24,Nayagarh,Wholesale,Biri,5054.37,Rs/quintal,synthetic,projected,5188.48,synthetic-prices-v1,20260917
2021-22,2021-07-01,2021,7,OD24,Nayagarh,Wholesale,Biri,5460.07,Rs/quintal,synthetic,projected,5432.4,synthetic-prices-v1,20260917
2021-22,2021-08-01,2021,8,OD24,Nayagarh,Wholesale,Biri,5533.7,Rs/quintal,synthetic,projected,5432.4,synthetic-prices-v1,20260917
2021-22,2021-09-01,2021,9,OD24,Nayagarh,Wholesale,Biri,5761.31,Rs/quintal,synthetic,projected,5432.4,synthetic-prices-v1,20260917
2021-22,2021-10-01,2021,10,OD24,Nayagarh,Wholesale,Biri,5827.7,Rs/quintal,synthetic,projected,5432.4,synthetic-prices-v1,20260917
2021-22,2021-11-01,2021,11,OD24,Nayagarh,Wholesale,Biri,5790.3,Rs/quintal,synthetic,projected,5432.4,synthetic-prices-v1,20260917
2021-22,2021-12-01,2021,12,OD24,Nayagarh,Wholesale,Biri,5645.36,Rs/quintal,synthetic,projected,5432.4,synthetic-prices-v1,20260917
2021-22,2022-01-01,2022,1,OD24,Nayagarh,Wholesale,Biri,5589.86,Rs/quintal,synthetic,projected,5432.4,synthetic-prices-v1,20260917
2021-22,2022-02-01,2022,2,OD24,Nayagarh,Wholesale,Biri,5297.41,Rs/quintal,synthetic,projected,5432.4,synthetic-prices-v1,20260917
2021-22,2022-03-01,2022,3,OD24,Nayagarh,Wholesale,Biri,5132.88,Rs/quintal,synthetic,projected,5432.4,synthetic-prices-v1,20260917
2021-22,2022-04-01,2022,4,OD24,Nayagarh,Wholesale,Biri,4939.0,Rs/quintal,synthetic,projected,5432.4,synthetic-prices-v1,20260917
2021-22,2022-05-01,2022,5,OD24,Nayagarh,Wholesale,Biri,5107.82,Rs/quintal,synthetic,projected,5432.4,synthetic-prices-v1,20260917
2021-22,2022-06-01,2022,6,OD24,Nayagarh,Wholesale,Biri,5103.41,Rs/quintal,synthetic,projected,5432.4,synthetic-prices-v1,20260917
2022-23,2022-07-01,2022,7,OD24,Nayagarh,Wholesale,Biri,6036.49,Rs/quintal,synthetic,projected,5687.79,synthetic-prices-v1,20260917
2022-23,2022-08-01,2022,8,OD24,Nayagarh,Wholesale,Biri,6047.33,Rs/quintal,synthetic,projected,5687.79,synthetic-prices-v1,20260917
2022-23,2022-09-01,2022,9,OD24,Nayagarh,Wholesale,Biri,6283.89,Rs/quintal,synthetic,projected,5687.79,synthetic-prices-v1,20260917
2022-23,2022-10-01,2022,10,OD24,Nayagarh,Wholesale,Biri,6120.29,Rs/quintal,synthetic,projected,5687.79,synthetic-prices-v1,20260917
2022-23,2022-11-01,2022,11,OD24,Nayagarh,Wholesale,Biri,6107.67,Rs/quintal,synthetic,projected,5687.79,synthetic-prices-v1,20260917
2022-23,2022-12-01,2022,12,OD24,Nayagarh,Wholesale,Biri,5774.77,Rs/quintal,synthetic,projected,5687.79,synthetic-prices-v1,20260917
2022-23,2023-01-01,2023,1,OD24,Nayagarh,Wholesale,Biri,5402.86,Rs/quintal,synthetic,projected,5687.79,synthetic-prices-v1,20260917
2022-23,2023-02-01,2023,2,OD24,Nayagarh,Wholesale,Biri,5084.33,Rs/quintal,synthetic,projected,5687.79,synthetic-prices-v1,20260917
2022-23,2023-03-01,2023,3,OD24,Nayagarh,Wholesale,Biri,5310.27,Rs/quintal,synthetic,projected,5687.79,synthetic-prices-v1,20260917
2022-23,2023-04-01,2023,4,OD24,Nayagarh,Wholesale,Biri,5125.83,Rs/quintal,synthetic,projected,5687.79,synthetic-prices-v1,20260917
2022-23,2023-05-01,2023,5,OD24,Nayagarh,Wholesale,Biri,5403.58,Rs/quintal,synthetic,projected,5687.79,synthetic-prices-v1,20260917
2022-23,2023-06-01,2023,6,OD24,Nayagarh,Wholesale,Biri,5556.18,Rs/quintal,synthetic,projected,5687.79,synthetic-prices-v1,20260917
2023-24,2023-07-01,2023,7,OD24,Nayagarh,Wholesale,Biri,6025.83,Rs/quintal,synthetic,projected,5955.19,synthetic-prices-v1,20260917
2023-24,2023-08-01,2023,8,OD24,Nayagarh,Wholesale,Biri,6185.1,Rs/quintal,synthetic,projected,5955.19,synthetic-prices-v1,20260917
2023-24,2023-09-01,2023,9,OD24,Nayagarh,Wholesale,Biri,6429.79,Rs/quintal,synthetic,projected,5955.19,synthetic-prices-v1,20260917
2023-24,2023-10-01,2023,10,OD24,Nayagarh,Wholesale,Biri,6051.61,Rs/quintal,synthetic,projected,5955.19,synthetic-prices-v1,20260917
2023-24,2023-11-01,2023,11,OD24,Nayagarh,Wholesale,Biri,6126.77,Rs/quintal,synthetic,projected,5955.19,synthetic-prices-v1,20260917
2023-24,2023-12-01,2023,12,OD24,Nayagarh,Wholesale,Biri,5732.35,Rs/quintal,synthetic,projected,5955.19,synthetic-prices-v1,20260917
2023-24,2024-01-01,2024,1,OD24,Nayagarh,Wholesale,Biri,5697.49,Rs/quintal,synthetic,projected,5955.19,synthetic-prices-v1,20260917
2023-24,2024-02-01,2024,2,OD24,Nayagarh,Wholesale,Biri,5572.2,Rs/quintal,synthetic,projected,5955.19,synthetic-prices-v1,20260917
2023-24,2024-03-01,2024,3,OD24,Nayagarh,Wholesale,Biri,5731.11,Rs/quintal,synthetic,projected,5955.19,synthetic-prices-v1,20260917
2023-24,2024-04-01,2024,4,OD24,Nayagarh,Wholesale,Biri,5970.35,Rs/quintal,synthetic,projected,5955.19,synthetic-prices-v1,20260917
2023-24,2024-05-01,2024,5,OD24,Nayagarh,Wholesale,Biri,5919.57,Rs/quintal,synthetic,projected,5955.19,synthetic-prices-v1,20260917
2023-24,2024-06-01,2024,6,OD24,Nayagarh,Wholesale,Biri,6020.08,Rs/quintal,synthetic,projected,5955.19,synthetic-prices-v1,20260917
2024-25,2024-07-01,2024,7,OD24,Nayagarh,Wholesale,Biri,6437.06,Rs/quintal,synthetic,projected,6235.15,synthetic-prices-v1,20260917
2024-25,2024-08-01,2024,8,OD24,Nayagarh,Wholesale,Biri,6715.75,Rs/quintal,synthetic,projected,6235.15,synthetic-prices-v1,20260917
2024-25,2024-09-01,2024,9,OD24,Nayagarh,Wholesale,Biri,6675.35,Rs/quintal,synthetic,projected,6235.15,synthetic-prices-v1,20260917
2024-25,2024-10-01,2024,10,OD24,Nayagarh,Wholesale,Biri,6530.18,Rs/quintal,synthetic,projected,6235.15,synthetic-prices-v1,20260917
2024-25,2024-11-01,2024,11,OD24,Nayagarh,Wholesale,Biri,6555.96,Rs/quintal,synthetic,projected,6235.15,synthetic-prices-v1,20260917
2024-25,2024-12-01,2024,12,OD24,Nayagarh,Wholesale,Biri,6302.53,Rs/quintal,synthetic,projected,6235.15,synthetic-prices-v1,20260917
2024-25,2025-01-01,2025,1,OD24,Nayagarh,Wholesale,Biri,6002.51,Rs/quintal,synthetic,projected,6235.15,synthetic-prices-v1,20260917
2024-25,2025-02-01,2025,2,OD24,Nayagarh,Wholesale,Biri,5789.9,Rs/quintal,synthetic,projected,6235.15,synthetic-prices-v1,20260917
2024-25,2025-03-01,2025,3,OD24,Nayagarh,Wholesale,Biri,5679.02,Rs/quintal,synthetic,projected,6235.15,synthetic-prices-v1,20260917
2024-25,2025-04-01,2025,4,OD24,Nayagarh,Wholesale,Biri,5912.01,Rs/quintal,synthetic,projected,6235.15,synthetic-prices-v1,20260917
2024-25,2025-05-01,2025,5,OD24,Nayagarh,Wholesale,Biri,6190.35,Rs/quintal,synthetic,projected,6235.15,synthetic-prices-v1,20260917
2024-25,2025-06-01,2025,6,OD24,Nayagarh,Wholesale,Biri,6031.21,Rs/quintal,synthetic,projected,6235.15,synthetic-prices-v1,20260917
2013-14,2013-07-01,2013,7,OD25,Nuapada,Wholesale,Biri,4422.94,Rs/quintal,synthetic,published,4283.0,synthetic-prices-v1,20260917
2013-14,2013-08-01,2013,8,OD25,Nuapada,Wholesale,Biri,4711.28,Rs/quintal,synthetic,published,4283.0,synthetic-prices-v1,20260917
2013-14,2013-09-01,2013,9,OD25,Nuapada,Wholesale,Biri,4636.83,Rs/quintal,synthetic,published,4283.0,synthetic-prices-v1,20260917
2013-14,2013-10-01,2013,10,OD25,Nuapada,Wholesale,Biri,4693.41,Rs/quintal,synthetic,published,4283.0,synthetic-prices-v1,20260917
2013-14,2013-11-01,2013,11,OD25,Nuapada,Wholesale,Biri,4580.45,Rs/quintal,synthetic,published,4283.0,synthetic-prices-v1,20260917
2013-14,2013-12-01,2013,12,OD25,Nuapada,Wholesale,Biri,4222.31,Rs/quintal,synthetic,published,4283.0,synthetic-prices-v1,20260917
2013-14,2014-01-01,2014,1,OD25,Nuapada,Wholesale,Biri,4245.42,Rs/quintal,synthetic,published,4283.0,synthetic-prices-v1,20260917
2013-14,2014-02-01,2014,2,OD25,Nuapada,Wholesale,Biri,4109.39,Rs/quintal,synthetic,published,4283.0,synthetic-prices-v1,20260917
2013-14,2014-03-01,2014,3,OD25,Nuapada,Wholesale,Biri,3981.05,Rs/quintal,synthetic,published,4283.0,synthetic-prices-v1,20260917
2013-14,2014-04-01,2014,4,OD25,Nuapada,Wholesale,Biri,3838.68,Rs/quintal,synthetic,published,4283.0,synthetic-prices-v1,20260917
2013-14,2014-05-01,2014,5,OD25,Nuapada,Wholesale,Biri,3902.96,Rs/quintal,synthetic,published,4283.0,synthetic-prices-v1,20260917
2013-14,2014-06-01,2014,6,OD25,Nuapada,Wholesale,Biri,4051.28,Rs/quintal,synthetic,published,4283.0,synthetic-prices-v1,20260917
2014-15,2014-07-01,2014,7,OD25,Nuapada,Wholesale,Biri,5242.46,Rs/quintal,synthetic,published,5067.0,synthetic-prices-v1,20260917
2014-15,2014-08-01,2014,8,OD25,Nuapada,Wholesale,Biri,5463.7,Rs/quintal,synthetic,published,5067.0,synthetic-prices-v1,20260917
2014-15,2014-09-01,2014,9,OD25,Nuapada,Wholesale,Biri,5546.72,Rs/quintal,synthetic,published,5067.0,synthetic-prices-v1,20260917
2014-15,2014-10-01,2014,10,OD25,Nuapada,Wholesale,Biri,5456.89,Rs/quintal,synthetic,published,5067.0,synthetic-prices-v1,20260917
2014-15,2014-11-01,2014,11,OD25,Nuapada,Wholesale,Biri,4986.74,Rs/quintal,synthetic,published,5067.0,synthetic-prices-v1,20260917
2014-15,2014-12-01,2014,12,OD25,Nuapada,Wholesale,Biri,4995.66,Rs/quintal,synthetic,published,5067.0,synthetic-prices-v1,20260917
2014-15,2015-01-01,2015,1,OD25,Nuapada,Wholesale,Biri,4901.95,Rs/quintal,synthetic,published,5067.0,synthetic-prices-v1,20260917
2014-15,2015-02-01,2015,2,OD25,Nuapada,Wholesale,Biri,4892.16,Rs/quintal,synthetic,published,5067.0,synthetic-prices-v1,20260917
2014-15,2015-03-01,2015,3,OD25,Nuapada,Wholesale,Biri,4774.96,Rs/quintal,synthetic,published,5067.0,synthetic-prices-v1,20260917
2014-15,2015-04-01,2015,4,OD25,Nuapada,Wholesale,Biri,4721.74,Rs/quintal,synthetic,published,5067.0,synthetic-prices-v1,20260917
2014-15,2015-05-01,2015,5,OD25,Nuapada,Wholesale,Biri,4853.23,Rs/quintal,synthetic,published,5067.0,synthetic-prices-v1,20260917
2014-15,2015-06-01,2015,6,OD25,Nuapada,Wholesale,Biri,4967.78,Rs/quintal,synthetic,published,5067.0,synthetic-prices-v1,20260917
2015-16,2015-07-01,2015,7,OD25,Nuapada,Wholesale,Biri,5998.88,Rs/quintal,synthetic,published,5896.0,synthetic-prices-v1,20260917
2015-16,2015-08-01,2015,8,OD25,Nuapada,Wholesale,Biri,6490.56,Rs/quintal,synthetic,published,5896.0,synthetic-prices-v1,20260917
2015-16,2015-09-01,2015,9,OD25,Nuapada,Wholesale,Biri,6624.8,Rs/quintal,synthetic,published,5896.0,synthetic-prices-v1,20260917
2015-16,2015-10-01,2015,10,OD25,Nuapada,Wholesale,Biri,6403.16,Rs/quintal,synthetic,published,5896.0,synthetic-prices-v1,20260917
2015-16,2015-11-01,2015,11,OD25,Nuapada,Wholesale,Biri,6040.37,Rs/quintal,synthetic,published,5896.0,synthetic-prices-v1,20260917
2015-16,2015-12-01,2015,12,OD25,Nuapada,Wholesale,Biri,5654.76,Rs/quintal,synthetic,published,5896.0,synthetic-prices-v1,20260917
2015-16,2016-01-01,2016,1,OD25,Nuapada,Wholesale,Biri,5403.19,Rs/quintal,synthetic,published,5896.0,synthetic-prices-v1,20260917
2015-16,2016-02-01,2016,2,OD25,Nuapada,Wholesale,Biri,5487.74,Rs/quintal,synthetic,published,5896.0,synthetic-prices-v1,20260917
2015-16,2016-03-01,2016,3,OD25,Nuapada,Wholesale,Biri,5474.31,Rs/quintal,synthetic,published,5896.0,synthetic-prices-v1,20260917
2015-16,2016-04-01,2016,4,OD25,Nuapada,Wholesale,Biri,5512.98,Rs/quintal,synthetic,published,5896.0,synthetic-prices-v1,20260917
2015-16,2016-05-01,2016,5,OD25,Nuapada,Wholesale,Biri,5689.74,Rs/quintal,synthetic,published,5896.0,synthetic-prices-v1,20260917
2015-16,2016-06-01,2016,6,OD25,Nuapada,Wholesale,Biri,5971.51,Rs/quintal,synthetic,published,5896.0,synthetic-prices-v1,20260917
2016-17,2016-07-01,2016,7,OD25,Nuapada,Wholesale,Biri,6359.71,Rs/quintal,synthetic,published,5950.0,synthetic-prices-v1,20260917
2016-17,2016-08-01,2016,8,OD25,Nuapada,Wholesale,Biri,6606.35,Rs/quintal,synthetic,published,5950.0,synthetic-prices-v1,20260917
2016-17,2016-09-01,2016,9,OD25,Nuapada,Wholesale,Biri,6467.75,Rs/quintal,synthetic,published,5950.0,synthetic-prices-v1,20260917
2016-17,2016-10-01,2016,10,OD25,Nuapada,Wholesale,Biri,6447.55,Rs/quintal,synthetic,published,5950.0,synthetic-prices-v1,20260917
2016-17,2016-11-01,2016,11,OD25,Nuapada,Wholesale,Biri,6308.36,Rs/quintal,synthetic,published,5950.0,synthetic-prices-v1,20260917
2016-17,2016-12-01,2016,12,OD25,Nuapada,Wholesale,Biri,5640.38,Rs/quintal,synthetic,published,5950.0,synthetic-prices-v1,20260917
2016-17,2017-01-01,2017,1,OD25,Nuapada,Wholesale,Biri,5514.13,Rs/quintal,synthetic,published,5950.0,synthetic-prices-v1,20260917
2016-17,2017-02-01,2017,2,OD25,Nuapada,Wholesale,Biri,5166.79,Rs/quintal,synthetic,published,5950.0,synthetic-prices-v1,20260917
2016-17,2017-03-01,2017,3,OD25,Nuapada,Wholesale,Biri,5304.92,Rs/quintal,synthetic,published,5950.0,synthetic-prices-v1,20260917
2016-17,2017-04-01,2017,4,OD25,Nuapada,Wholesale,Biri,5587.52,Rs/quintal,synthetic,published,5950.0,synthetic-prices-v1,20260917
2016-17,2017-05-01,2017,5,OD25,Nuapada,Wholesale,Biri,5994.55,Rs/quintal,synthetic,published,5950.0,synthetic-prices-v1,20260917
2016-17,2017-06-01,2017,6,OD25,Nuapada,Wholesale,Biri,6002.0,Rs/quintal,synthetic,published,5950.0,synthetic-prices-v1,20260917
2017-18,2017-07-01,2017,7,OD25,Nuapada,Wholesale,Biri,5780.99,Rs/quintal,synthetic,published,5542.0,synthetic-prices-v1,20260917
2017-18,2017-08-01,2017,8,OD25,Nuapada,Wholesale,Biri,6041.39,Rs/quintal,synthetic,published,5542.0,synthetic-prices-v1,20260917
2017-18,2017-09-01,2017,9,OD25,Nuapada,Wholesale,Biri,5930.2,Rs/quintal,synthetic,published,5542.0,synthetic-prices-v1,20260917
2017-18,2017-10-01,2017,10,OD25,Nuapada,Wholesale,Biri,6009.9,Rs/quintal,synthetic,published,5542.0,synthetic-prices-v1,20260917
2017-18,2017-11-01,2017,11,OD25,Nuapada,Wholesale,Biri,5836.11,Rs/quintal,synthetic,published,5542.0,synthetic-prices-v1,20260917
2017-18,2017-12-01,2017,12,OD25,Nuapada,Wholesale,Biri,5504.5,Rs/quintal,synthetic,published,5542.0,synthetic-prices-v1,20260917
2017-18,2018-01-01,2018,1,OD25,Nuapada,Wholesale,Biri,5250.4,Rs/quintal,synthetic,published,5542.0,synthetic-prices-v1,20260917
2017-18,2018-02-01,2018,2,OD25,Nuapada,Wholesale,Biri,5215.81,Rs/quintal,synthetic,published,5542.0,synthetic-prices-v1,20260917
2017-18,2018-03-01,2018,3,OD25,Nuapada,Wholesale,Biri,5217.2,Rs/quintal,synthetic,published,5542.0,synthetic-prices-v1,20260917
2017-18,2018-04-01,2018,4,OD25,Nuapada,Wholesale,Biri,5226.93,Rs/quintal,synthetic,published,5542.0,synthetic-prices-v1,20260917
2017-18,2018-05-01,2018,5,OD25,Nuapada,Wholesale,Biri,5384.63,Rs/quintal,synthetic,published,5542.0,synthetic-prices-v1,20260917
2017-18,2018-06-01,2018,6,OD25,Nuapada,Wholesale,Biri,5105.94,Rs/quintal,synthetic,published,5542.0,synthetic-prices-v1,20260917
2018-19,2018-07-01,2018,7,OD25,Nuapada,Wholesale,Biri,5498.44,Rs/quintal,synthetic,published,5617.0,synthetic-prices-v1,20260917
2018-19,2018-08-01,2018,8,OD25,Nuapada,Wholesale,Biri,5884.61,Rs/quintal,synthetic,published,5617.0,synthetic-prices-v1,20260917
2018-19,2018-09-01,2018,9,OD25,Nuapada,Wholesale,Biri,5956.46,Rs/quintal,synthetic,published,5617.0,synthetic-prices-v1,20260917
2018-19,2018-10-01,2018,10,OD25,Nuapada,Wholesale,Biri,6148.02,Rs/quintal,synthetic,published,5617.0,synthetic-prices-v1,20260917
2018-19,2018-11-01,2018,11,OD25,Nuapada,Wholesale,Biri,6121.72,Rs/quintal,synthetic,published,5617.0,synthetic-prices-v1,20260917
2018-19,2018-12-01,2018,12,OD25,Nuapada,Wholesale,Biri,5601.74,Rs/quintal,synthetic,published,5617.0,synthetic-prices-v1,20260917
2018-19,2019-01-01,2019,1,OD25,Nuapada,Wholesale,Biri,5391.84,Rs/quintal,synthetic,published,5617.0,synthetic-prices-v1,20260917
2018-19,2019-02-01,2019,2,OD25,Nuapada,Wholesale,Biri,5309.3,Rs/quintal,synthetic,published,5617.0,synthetic-prices-v1,20260917
2018-19,2019-03-01,2019,3,OD25,Nuapada,Wholesale,Biri,5195.45,Rs/quintal,synthetic,published,5617.0,synthetic-prices-v1,20260917
2018-19,2019-04-01,2019,4,OD25,Nuapada,Wholesale,Biri,5115.12,Rs/quintal,synthetic,published,5617.0,synthetic-prices-v1,20260917
2018-19,2019-05-01,2019,5,OD25,Nuapada,Wholesale,Biri,5486.92,Rs/quintal,synthetic,published,5617.0,synthetic-prices-v1,20260917
2018-19,2019-06-01,2019,6,OD25,Nuapada,Wholesale,Biri,5694.39,Rs/quintal,synthetic,published,5617.0,synthetic-prices-v1,20260917
2019-20,2019-07-01,2019,7,OD25,Nuapada,Wholesale,Biri,6260.75,Rs/quintal,synthetic,projected,5881.07,synthetic-prices-v1,20260917
2019-20,2019-08-01,2019,8,OD25,Nuapada,Wholesale,Biri,6313.96,Rs/quintal,synthetic,projected,5881.07,synthetic-prices-v1,20260917
2019-20,2019-09-01,2019,9,OD25,Nuapada,Wholesale,Biri,6257.28,Rs/quintal,synthetic,projected,5881.07,synthetic-prices-v1,20260917
2019-20,2019-10-01,2019,10,OD25,Nuapada,Wholesale,Biri,6276.87,Rs/quintal,synthetic,projected,5881.07,synthetic-prices-v1,20260917
2019-20,2019-11-01,2019,11,OD25,Nuapada,Wholesale,Biri,6057.3,Rs/quintal,synthetic,projected,5881.07,synthetic-prices-v1,20260917
2019-20,2019-12-01,2019,12,OD25,Nuapada,Wholesale,Biri,5810.28,Rs/quintal,synthetic,projected,5881.07,synthetic-prices-v1,20260917
2019-20,2020-01-01,2020,1,OD25,Nuapada,Wholesale,Biri,5604.58,Rs/quintal,synthetic,projected,5881.07,synthetic-prices-v1,20260917
2019-20,2020-02-01,2020,2,OD25,Nuapada,Wholesale,Biri,5520.14,Rs/quintal,synthetic,projected,5881.07,synthetic-prices-v1,20260917
2019-20,2020-03-01,2020,3,OD25,Nuapada,Wholesale,Biri,5498.02,Rs/quintal,synthetic,projected,5881.07,synthetic-prices-v1,20260917
2019-20,2020-04-01,2020,4,OD25,Nuapada,Wholesale,Biri,5532.41,Rs/quintal,synthetic,projected,5881.07,synthetic-prices-v1,20260917
2019-20,2020-05-01,2020,5,OD25,Nuapada,Wholesale,Biri,5560.06,Rs/quintal,synthetic,projected,5881.07,synthetic-prices-v1,20260917
2019-20,2020-06-01,2020,6,OD25,Nuapada,Wholesale,Biri,5881.16,Rs/quintal,synthetic,projected,5881.07,synthetic-prices-v1,20260917
2020-21,2020-07-01,2020,7,OD25,Nuapada,Wholesale,Biri,6512.33,Rs/quintal,synthetic,projected,6157.55,synthetic-prices-v1,20260917
2020-21,2020-08-01,2020,8,OD25,Nuapada,Wholesale,Biri,6499.08,Rs/quintal,synthetic,projected,6157.55,synthetic-prices-v1,20260917
2020-21,2020-09-01,2020,9,OD25,Nuapada,Wholesale,Biri,6665.54,Rs/quintal,synthetic,projected,6157.55,synthetic-prices-v1,20260917
2020-21,2020-10-01,2020,10,OD25,Nuapada,Wholesale,Biri,6681.06,Rs/quintal,synthetic,projected,6157.55,synthetic-prices-v1,20260917
2020-21,2020-11-01,2020,11,OD25,Nuapada,Wholesale,Biri,6530.97,Rs/quintal,synthetic,projected,6157.55,synthetic-prices-v1,20260917
2020-21,2020-12-01,2020,12,OD25,Nuapada,Wholesale,Biri,6060.53,Rs/quintal,synthetic,projected,6157.55,synthetic-prices-v1,20260917
2020-21,2021-01-01,2021,1,OD25,Nuapada,Wholesale,Biri,5828.99,Rs/quintal,synthetic,projected,6157.55,synthetic-prices-v1,20260917
2020-21,2021-02-01,2021,2,OD25,Nuapada,Wholesale,Biri,5821.84,Rs/quintal,synthetic,projected,6157.55,synthetic-prices-v1,20260917
2020-21,2021-03-01,2021,3,OD25,Nuapada,Wholesale,Biri,5792.68,Rs/quintal,synthetic,projected,6157.55,synthetic-prices-v1,20260917
2020-21,2021-04-01,2021,4,OD25,Nuapada,Wholesale,Biri,5748.05,Rs/quintal,synthetic,projected,6157.55,synthetic-prices-v1,20260917
2020-21,2021-05-01,2021,5,OD25,Nuapada,Wholesale,Biri,5700.52,Rs/quintal,synthetic,projected,6157.55,synthetic-prices-v1,20260917
2020-21,2021-06-01,2021,6,OD25,Nuapada,Wholesale,Biri,6049.02,Rs/quintal,synthetic,projected,6157.55,synthetic-prices-v1,20260917
2021-22,2021-07-01,2021,7,OD25,Nuapada,Wholesale,Biri,6419.24,Rs/quintal,synthetic,projected,6447.03,synthetic-prices-v1,20260917
2021-22,2021-08-01,2021,8,OD25,Nuapada,Wholesale,Biri,7116.07,Rs/quintal,synthetic,projected,6447.03,synthetic-prices-v1,20260917
2021-22,2021-09-01,2021,9,OD25,Nuapada,Wholesale,Biri,7312.03,Rs/quintal,synthetic,projected,6447.03,synthetic-prices-v1,20260917
2021-22,2021-10-01,2021,10,OD25,Nuapada,Wholesale,Biri,6983.3,Rs/quintal,synthetic,projected,6447.03,synthetic-prices-v1,20260917
2021-22,2021-11-01,2021,11,OD25,Nuapada,Wholesale,Biri,7026.88,Rs/quintal,synthetic,projected,6447.03,synthetic-prices-v1,20260917
2021-22,2021-12-01,2021,12,OD25,Nuapada,Wholesale,Biri,6615.72,Rs/quintal,synthetic,projected,6447.03,synthetic-prices-v1,20260917
2021-22,2022-01-01,2022,1,OD25,Nuapada,Wholesale,Biri,6322.33,Rs/quintal,synthetic,projected,6447.03,synthetic-prices-v1,20260917
2021-22,2022-02-01,2022,2,OD25,Nuapada,Wholesale,Biri,5711.88,Rs/quintal,synthetic,projected,6447.03,synthetic-prices-v1,20260917
2021-22,2022-03-01,2022,3,OD25,Nuapada,Wholesale,Biri,5779.12,Rs/quintal,synthetic,projected,6447.03,synthetic-prices-v1,20260917
2021-22,2022-04-01,2022,4,OD25,Nuapada,Wholesale,Biri,5742.07,Rs/quintal,synthetic,projected,6447.03,synthetic-prices-v1,20260917
2021-22,2022-05-01,2022,5,OD25,Nuapada,Wholesale,Biri,6085.58,Rs/quintal,synthetic,projected,6447.03,synthetic-prices-v1,20260917
2021-22,2022-06-01,2022,6,OD25,Nuapada,Wholesale,Biri,6250.14,Rs/quintal,synthetic,projected,6447.03,synthetic-prices-v1,20260917
2022-23,2022-07-01,2022,7,OD25,Nuapada,Wholesale,Biri,7301.81,Rs/quintal,synthetic,projected,6750.12,synthetic-prices-v1,20260917
2022-23,2022-08-01,2022,8,OD25,Nuapada,Wholesale,Biri,7077.59,Rs/quintal,synthetic,projected,6750.12,synthetic-prices-v1,20260917
2022-23,2022-09-01,2022,9,OD25,Nuapada,Wholesale,Biri,7068.89,Rs/quintal,synthetic,projected,6750.12,synthetic-prices-v1,20260917
2022-23,2022-10-01,2022,10,OD25,Nuapada,Wholesale,Biri,7065.37,Rs/quintal,synthetic,projected,6750.12,synthetic-prices-v1,20260917
2022-23,2022-11-01,2022,11,OD25,Nuapada,Wholesale,Biri,6896.57,Rs/quintal,synthetic,projected,6750.12,synthetic-prices-v1,20260917
