price_type,commodity,district_id,agri_year,basis,annual_level,months
Farm Harvest,Potato,OD22,2017-18,published,982.0,3
Farm Harvest,Potato,OD22,2018-19,published,1142.0,3
Farm Harvest,Potato,OD22,2019-20,projected,1221.54,3
Farm Harvest,Potato,OD22,2020-21,projected,1306.63,3
Farm Harvest,Potato,OD22,2021-22,projected,1397.63,3
Farm Harvest,Potato,OD22,2022-23,projected,1494.98,3
Farm Harvest,Potato,OD22,2023-24,projected,1599.11,3
Farm Harvest,Potato,OD22,2024-25,projected,1710.49,3
Farm Harvest,Potato,OD23,2013-14,published,958.0,3
Farm Harvest,Potato,OD23,2014-15,published,870.0,3
Farm Harvest,Potato,OD23,2015-16,published,945.0,3
Farm Harvest,Potato,OD23,2016-17,published,935.0,3
Farm Harvest,Potato,OD23,2017-18,published,990.0,3
Farm Harvest,Potato,OD23,2018-19,published,1239.0,3
Farm Harvest,Potato,OD23,2019-20,projected,1325.3,3
Farm Harvest,Potato,OD23,2020-21,projected,1417.61,3
Farm Harvest,Potato,OD23,2021-22,projected,1516.35,3
Farm Harvest,Potato,OD23,2022-23,projected,1621.96,3
Farm Harvest,Potato,OD23,2023-24,projected,1734.94,3
Farm Harvest,Potato,OD23,2024-25,projected,1855.78,3
Farm Harvest,Potato,OD24,2013-14,imputed,897.99,3
Farm Harvest,Potato,OD24,2014-15,imputed,817.89,3
Farm Harvest,Potato,OD24,2015-16,published,900.0,3
Farm Harvest,Potato,OD24,2016-17,imputed,886.32,3
Farm Harvest,Potato,OD24,2017-18,published,884.0,3
Farm Harvest,Potato,OD24,2018-19,published,1480.0,3
Farm Harvest,Potato,OD24,2019-20,projected,1583.09,3
Farm Harvest,Potato,OD24,2020-21,projected,1693.35,3
Farm Harvest,Potato,OD24,2021-22,projected,1811.3,3
Farm Harvest,Potato,OD24,2022-23,projected,1937.46,3
Farm Harvest,Potato,OD24,2023-24,projected,2072.4,3
Farm Harvest,Potato,OD24,2024-25,projected,2216.75,3
Farm Harvest,Potato,OD25,2013-14,published,972.0,3
Farm Harvest,Potato,OD25,2014-15,published,885.0,3
Farm Harvest,Potato,OD25,2015-16,published,985.0,3
Farm Harvest,Potato,OD25,2016-17,published,985.0,3
Farm Harvest,Potato,OD25,2017-18,published,1081.0,3
Farm Harvest,Potato,OD25,2018-19,published,1246.0,3
Farm Harvest,Potato,OD25,2019-20,projected,1332.79,3
Farm Harvest,Potato,OD25,2020-21,projected,1425.62,3
Farm Harvest,Potato,OD25,2021-22,projected,1524.92,3
Farm Harvest,Potato,OD25,2022-23,projected,1631.13,3
Farm Harvest,Potato,OD25,2023-24,projected,1744.74,3
Farm Harvest,Potato,OD25,2024-25,projected,1866.26,3
Farm Harvest,Potato,OD26,2013-14,published,822.0,3
Farm Harvest,Potato,OD26,2014-15,published,746.0,3
Farm Harvest,Potato,OD26,2015-16,published,871.0,3
Farm Harvest,Potato,OD26,2016-17,published,875.0,3
Farm Harvest,Potato,OD26,2017-18,published,867.0,3
Farm Harvest,Potato,OD26,2018-19,published,1229.0,3
Farm Harvest,Potato,OD26,2019-20,projected,1314.6,3
Farm Harvest,Potato,OD26,2020-21,projected,1406.17,3
Farm Harvest,Potato,OD26,2021-22,projected,1504.11,3
Farm Harvest,Potato,OD26,2022-23,projected,1608.87,3
Farm Harvest,Potato,OD26,2023-24,projected,1720.94,3
Farm Harvest,Potato,OD26,2024-25,projected,1840.8,3
Farm Harvest,Potato,OD27,2013-14,published,800.0,3
Farm Harvest,Potato,OD27,2014-15,published,725.0,3
Farm Harvest,Potato,OD27,2015-16,published,902.0,3
Farm Harvest,Potato,OD27,2016-17,published,911.0,3
Farm Harvest,Potato,OD27,2017-18,published,1197.0,3
Farm Harvest,Potato,OD27,2018-19,published,1250.0,3
Farm Harvest,Potato,OD27,2019-20,projected,1337.07,3
Farm Harvest,Potato,OD27,2020-21,projected,1430.19,3
Farm Harvest,Potato,OD27,2021-22,projected,1529.81,3
Farm Harvest,Potato,OD27,2022-23,projected,1636.36,3
Farm Harvest,Potato,OD27,2023-24,projected,1750.34,3
Farm Harvest,Potato,OD27,2024-25,projected,1872.26,3
Farm Harvest,Potato,OD28,2013-14,published,875.0,3
Farm Harvest,Potato,OD28,2014-15,published,793.0,3
Farm Harvest,Potato,OD28,2015-16,published,955.0,3
Farm Harvest,Potato,OD28,2016-17,published,850.0,3
Farm Harvest,Potato,OD28,2017-18,published,865.0,3
Farm Harvest,Potato,OD28,2018-19,published,1016.0,3
Farm Harvest,Potato,OD28,2019-20,projected,1086.77,3
Farm Harvest,Potato,OD28,2020-21,projected,1162.46,3
Farm Harvest,Potato,OD28,2021-22,projected,1243.43,3
Farm Harvest,Potato,OD28,2022-23,projected,1330.04,3
Farm Harvest,Potato,OD28,2023-24,projected,1422.68,3
Farm Harvest,Potato,OD28,2024-25,projected,1521.77,3
Farm Harvest,Potato,OD29,2013-14,published,840.0,3
Farm Harvest,Potato,OD29,2014-15,published,761.0,3
Farm Harvest,Potato,OD29,2015-16,published,1000.0,3
Farm Harvest,Potato,OD29,2016-17,published,889.0,3
Farm Harvest,Potato,OD29,2017-18,published,1150.0,3
Farm Harvest,Potato,OD29,2018-19,published,1398.0,3
Farm Harvest,Potato,OD29,2019-20,projected,1495.37,3
Farm Harvest,Potato,OD29,2020-21,projected,1599.53,3
Farm Harvest,Potato,OD29,2021-22,projected,1710.94,3
Farm Harvest,Potato,OD29,2022-23,projected,1830.11,3
Farm Harvest,Potato,OD29,2023-24,projected,1957.58,3
Farm Harvest,Potato,OD29,2024-25,projected,2093.93,3
Farm Harvest,Potato,OD30,2013-14,published,827.0,3
Farm Harvest,Potato,OD30,2014-15,published,725.0,3
Farm Harvest,Potato,OD30,2015-16,published,1000.0,3
Farm Harvest,Potato,OD30,2016-17,published,950.0,3
Farm Harvest,Potato,OD30,2017-18,published,867.0,3
Farm Harvest,Potato,OD30,2018-19,published,1170.0,3
Farm Harvest,Potato,OD30,2019-20,projected,1251.49,3
Farm Harvest,Potato,OD30,2020-21,projected,1338.66,3
Farm Harvest,Potato,OD30,2021-22,projected,1431.9,3
Farm Harvest,Potato,OD30,2022-23,projected,1531.64,3
Farm Harvest,Potato,OD30,2023-24,projected,1638.32,3
Farm Harvest,Potato,OD30,2024-25,projected,1752.43,3
Farm Harvest,Ragi,OD01,2013-14,published,1411.0,3
Farm Harvest,Ragi,OD01,2014-15,published,1566.0,3
Farm Harvest,Ragi,OD01,2015-16,published,1650.0,3
Farm Harvest,Ragi,OD01,2016-17,published,1800.0,3
Farm Harvest,Ragi,OD01,2017-18,published,1800.0,3
Farm Harvest,Ragi,OD01,2018-19,published,2280.0,3
Farm Harvest,Ragi,OD01,2019-20,projected,2508.0,3
Farm Harvest,Ragi,OD01,2020-21,projected,2758.8,3
Farm Harvest,Ragi,OD01,2021-22,projected,3034.68,3
Farm Harvest,Ragi,OD01,2022-23,projected,3338.15,3
Farm Harvest,Ragi,OD01,2023-24,projected,3671.96,3
Farm Harvest,Ragi,OD01,2024-25,projected,4039.16,3
Farm Harvest,Ragi,OD02,2013-14,published,1300.0,3
Farm Harvest,Ragi,OD02,2014-15,published,1465.0,3
Farm Harvest,Ragi,OD02,2015-16,published,1600.0,3
Farm Harvest,Ragi,OD02,2016-17,published,1750.0,3
Farm Harvest,Ragi,OD02,2017-18,imputed,1881.07,3
Farm Harvest,Ragi,OD02,2018-19,imputed,2254.81,3
Farm Harvest,Ragi,OD02,2019-20,projected,1973.95,3
Farm Harvest,Ragi,OD02,2020-21,projected,2171.34,3
Farm Harvest,Ragi,OD02,2021-22,projected,2388.47,3
Farm Harvest,Ragi,OD02,2022-23,projected,2627.32,3
Farm Harvest,Ragi,OD02,2023-24,projected,2890.05,3
Farm Harvest,Ragi,OD02,2024-25,projected,3179.06,3
Farm Harvest,Ragi,OD04,2013-14,imputed,1496.87,3
Farm Harvest,Ragi,OD04,2014-15,imputed,1562.87,3
Farm Harvest,Ragi,OD04,2015-16,imputed,1730.63,3
Farm Harvest,Ragi,OD04,2016-17,published,1988.0,3
Farm Harvest,Ragi,OD04,2017-18,imputed,2083.91,3
Farm Harvest,Ragi,OD04,2018-19,imputed,2497.95,3
Farm Harvest,Ragi,OD04,2019-20,projected,2186.8,3
Farm Harvest,Ragi,OD04,2020-21,projected,2405.48,3
Farm Harvest,Ragi,OD04,2021-22,projected,2646.03,3
Farm Harvest,Ragi,OD04,2022-23,projected,2910.63,3
Farm Harvest,Ragi,OD04,2023-24,projected,3201.69,3
Farm Harvest,Ragi,OD04,2024-25,projected,3521.86,3
Farm Harvest,Ragi,OD06,2013-14,published,1420.0,3
Farm Harvest,Ragi,OD06,2014-15,published,1490.0,3
Farm Harvest,Ragi,OD06,2015-16,published,1620.0,3
Farm Harvest,Ragi,OD06,2016-17,published,1765.0,3
Farm Harvest,Ragi,OD06,2017-18,imputed,1941.12,3
Farm Harvest,Ragi,OD06,2018-19,imputed,2326.79,3
Farm Harvest,Ragi,OD06,2019-20,projected,2036.96,3
Farm Harvest,Ragi,OD06,2020-21,projected,2240.66,3
Farm Harvest,Ragi,OD06,2021-22,projected,2464.72,3
Farm Harvest,Ragi,OD06,2022-23,projected,2711.2,3
Farm Harvest,Ragi,OD06,2023-24,projected,2982.31,3
Farm Harvest,Ragi,OD06,2024-25,projected,3280.55,3
Farm Harvest,Ragi,OD07,2013-14,published,1400.0,3
Farm Harvest,Ragi,OD07,2014-15,published,1450.0,3
Farm Harvest,Ragi,OD07,2015-16,published,1585.0,3
Farm Harvest,Ragi,OD07,2016-17,published,2050.0,3
Farm Harvest,Ragi,OD07,2017-18,imputed,1984.97,3
Farm Harvest,Ragi,OD07,2018-19,imputed,2379.36,3
Farm Harvest,Ragi,OD07,2019-20,projected,2082.98,3
Farm Harvest,Ragi,OD07,2020-21,projected,2291.28,3
Farm Harvest,Ragi,OD07,2021-22,projected,2520.41,3
Farm Harvest,Ragi,OD07,2022-23,projected,2772.45,3
Farm Harvest,Ragi,OD07,2023-24,projected,3049.7,3
Farm Harvest,Ragi,OD07,2024-25,projected,3354.67,3
Farm Harvest,Ragi,OD08,2013-14,imputed,1523.39,3
Farm Harvest,Ragi,OD08,2014-15,imputed,1590.57,3
Farm Harvest,Ragi,OD08,2015-16,imputed,1761.29,3
Farm Harvest,Ragi,OD08,2016-17,published,1900.0,3
Farm Harvest,Ragi,OD08,2017-18,published,2250.0,3
Farm Harvest,Ragi,OD08,2018-19,imputed,2542.21,3
Farm Harvest,Ragi,OD08,2019-20,projected,2332.91,3
Farm Harvest,Ragi,OD08,2020-21,projected,2566.2,3
Farm Harvest,Ragi,OD08,2021-22,projected,2822.82,3
Farm Harvest,Ragi,OD08,2022-23,projected,3105.11,3
Farm Harvest,Ragi,OD08,2023-24,projected,3415.62,3
Farm Harvest,Ragi,OD08,2024-25,projected,3757.18,3
Farm Harvest,Ragi,OD09,2013-14,published,1400.0,3
Farm Harvest,Ragi,OD09,2014-15,published,1450.0,3
Farm Harvest,Ragi,OD09,2015-16,published,1575.0,3
Farm Harvest,Ragi,OD09,2016-17,published,1700.0,3
Farm Harvest,Ragi,OD09,2017-18,imputed,1890.24,3
Farm Harvest,Ragi,OD09,2018-19,imputed,2265.81,3
Farm Harvest,Ragi,OD09,2019-20,projected,1983.57,3
Farm Harvest,Ragi,OD09,2020-21,projected,2181.93,3
Farm Harvest,Ragi,OD09,2021-22,projected,2400.12,3
Farm Harvest,Ragi,OD09,2022-23,projected,2640.14,3
Farm Harvest,Ragi,OD09,2023-24,projected,2904.15,3
Farm Harvest,Ragi,OD09,2024-25,projected,3194.57,3
Farm Harvest,Ragi,OD10,2013-14,published,1252.0,3
Farm Harvest,Ragi,OD10,2014-15,published,1300.0,3
Farm Harvest,Ragi,OD10,2015-16,published,1500.0,3
Farm Harvest,Ragi,OD10,2016-17,published,1750.0,3
Farm Harvest,Ragi,OD10,2017-18,published,1844.0,3
Farm Harvest,Ragi,OD10,2018-19,published,2717.0,3
Farm Harvest,Ragi,OD10,2019-20,projected,2988.7,3
Farm Harvest,Ragi,OD10,2020-21,projected,3287.57,3
Farm Harvest,Ragi,OD10,2021-22,projected,3616.33,3
Farm Harvest,Ragi,OD10,2022-23,projected,3977.96,3
Farm Harvest,Ragi,OD10,2023-24,projected,4375.76,3
Farm Harvest,Ragi,OD10,2024-25,projected,4813.33,3
Farm Harvest,Ragi,OD11,2013-14,published,1250.0,3
Farm Harvest,Ragi,OD11,2014-15,published,1300.0,3
Farm Harvest,Ragi,OD11,2015-16,published,1500.0,3
Farm Harvest,Ragi,OD11,2016-17,published,1629.0,3
Farm Harvest,Ragi,OD11,2017-18,published,1909.0,3
Farm Harvest,Ragi,OD11,2018-19,published,2200.0,3
Farm Harvest,Ragi,OD11,2019-20,projected,2420.0,3
Farm Harvest,Ragi,OD11,2020-21,projected,2662.0,3
Farm Harvest,Ragi,OD11,2021-22,projected,2928.2,3
Farm Harvest,Ragi,OD11,2022-23,projected,3221.02,3
Farm Harvest,Ragi,OD11,2023-24,projected,3543.12,3
Farm Harvest,Ragi,OD11,2024-25,projected,3897.43,3
Farm Harvest,Ragi,OD15,2013-14,published,1350.0,3
Farm Harvest,Ragi,OD15,2014-15,published,1400.0,3
Farm Harvest,Ragi,OD15,2015-16,published,1600.0,3
Farm Harvest,Ragi,OD15,2016-17,published,1850.0,3
Farm Harvest,Ragi,OD15,2017-18,published,1800.0,3
Farm Harvest,Ragi,OD15,2018-19,published,2220.0,3
Farm Harvest,Ragi,OD15,2019-20,projected,2442.0,3
Farm Harvest,Ragi,OD15,2020-21,projected,2686.2,3
Farm Harvest,Ragi,OD15,2021-22,projected,2954.82,3
Farm Harvest,Ragi,OD15,2022-23,projected,3250.3,3
Farm Harvest,Ragi,OD15,2023-24,projected,3575.33,3
Farm Harvest,Ragi,OD15,2024-25,projected,3932.87,3
Farm Harvest,Ragi,OD16,2013-14,published,1400.0,3
Farm Harvest,Ragi,OD16,2014-15,published,1438.0,3
Farm Harvest,Ragi,OD16,2015-16,published,1650.0,3
Farm Harvest,Ragi,OD16,2016-17,imputed,1771.02,3
Farm Harvest,Ragi,OD16,2017-18,published,1733.0,3
Farm Harvest,Ragi,OD16,2018-19,published,2033.0,3
Farm Harvest,Ragi,OD16,2019-20,projected,2236.3,3
Farm Harvest,Ragi,OD16,2020-21,projected,2459.93,3
Farm Harvest,Ragi,OD16,2021-22,projected,2705.92,3
Farm Harvest,Ragi,OD16,2022-23,projected,2976.52,3
Farm Harvest,Ragi,OD16,2023-24,projected,3274.17,3
Farm Harvest,Ragi,OD16,2024-25,projected,3601.58,3
Farm Harvest,Ragi,OD18,2013-14,imputed,1581.2,3
Farm Harvest,Ragi,OD18,2014-15,imputed,1650.92,3
Farm Harvest,Ragi,OD18,2015-16,imputed,1828.13,3
Farm Harvest,Ragi,OD18,2016-17,published,2100.0,3
Farm Harvest,Ragi,OD18,2017-18,imputed,2201.31,3
Farm Harvest,Ragi,OD18,2018-19,imputed,2638.68,3
Farm Harvest,Ragi,OD18,2019-20,projected,2310.0,3
Farm Harvest,Ragi,OD18,2020-21,projected,2541.0,3
Farm Harvest,Ragi,OD18,2021-22,projected,2795.1,3
Farm Harvest,Ragi,OD18,2022-23,projected,3074.61,3
Farm Harvest,Ragi,OD18,2023-24,projected,3382.07,3
Farm Harvest,Ragi,OD18,2024-25,projected,3720.28,3
Farm Harvest,Ragi,OD19,2013-14,published,1500.0,3
Farm Harvest,Ragi,OD19,2014-15,published,1533.0,3
Farm Harvest,Ragi,OD19,2015-16,published,1685.0,3
Farm Harvest,Ragi,OD19,2016-17,imputed,1881.86,3
Farm Harvest,Ragi,OD19,2017-18,published,1950.0,3
Farm Harvest,Ragi,OD19,2018-19,published,2100.0,3
Farm Harvest,Ragi,OD19,2019-20,projected,2310.0,3
Farm Harvest,Ragi,OD19,2020-21,projected,2541.0,3
Farm Harvest,Ragi,OD19,2021-22,projected,2795.1,3
Farm Harvest,Ragi,OD19,2022-23,projected,3074.61,3
Farm Harvest,Ragi,OD19,2023-24,projected,3382.07,3
Farm Harvest,Ragi,OD19,2024-25,projected,3720.28,3
Farm Harvest,Ragi,OD20,2013-14,published,1220.0,3
Farm Harvest,Ragi,OD20,2014-15,published,1266.0,3
Farm Harvest,Ragi,OD20,2015-16,published,1476.0,3
Farm Harvest,Ragi,OD20,2016-17,published,1609.0,3
Farm Harvest,Ragi,OD20,2017-18,published,1741.0,3
Farm Harvest,Ragi,OD20,2018-19,published,2171.0,3
Farm Harvest,Ragi,OD20,2019-20,projected,2388.1,3
Farm Harvest,Ragi,OD20,2020-21,projected,2626.91,3
Farm Harvest,Ragi,OD20,2021-22,projected,2889.6,3
Farm Harvest,Ragi,OD20,2022-23,projected,3178.56,3
Farm Harvest,Ragi,OD20,2023-24,projected,3496.42,3
Farm Harvest,Ragi,OD20,2024-25,projected,3846.06,3
Farm Harvest,Ragi,OD21,2013-14,published,1260.0,3
Farm Harvest,Ragi,OD21,2014-15,published,1325.0,3
Farm Harvest,Ragi,OD21,2015-16,published,1463.0,3
Farm Harvest,Ragi,OD21,2016-17,published,1644.0,3
Farm Harvest,Ragi,OD21,2017-18,published,2094.0,3
Farm Harvest,Ragi,OD21,2018-19,published,2322.0,3
Farm Harvest,Ragi,OD21,2019-20,projected,2554.2,3
Farm Harvest,Ragi,OD21,2020-21,projected,2809.62,3
Farm Harvest,Ragi,OD21,2021-22,projected,3090.58,3
Farm Harvest,Ragi,OD21,2022-23,projected,3399.64,3
Farm Harvest,Ragi,OD21,2023-24,projected,3739.6,3
Farm Harvest,Ragi,OD21,2024-25,projected,4113.56,3
Farm Harvest,Ragi,OD22,2013-14,imputed,1366.27,3
Farm Harvest,Ragi,OD22,2014-15,imputed,1426.51,3
Farm Harvest,Ragi,OD22,2015-16,imputed,1579.63,3
Farm Harvest,Ragi,OD22,2016-17,imputed,1814.54,3
Farm Harvest,Ragi,OD22,2017-18,imputed,1902.08,3
Farm Harvest,Ragi,OD22,2018-19,published,2280.0,3
Farm Harvest,Ragi,OD22,2019-20,projected,2508.0,3
Farm Harvest,Ragi,OD22,2020-21,projected,2758.8,3
Farm Harvest,Ragi,OD22,2021-22,projected,3034.68,3
Farm Harvest,Ragi,OD22,2022-23,projected,3338.15,3
Farm Harvest,Ragi,OD22,2023-24,projected,3671.96,3
Farm Harvest,Ragi,OD22,2024-25,projected,4039.16,3
Farm Harvest,Ragi,OD23,2013-14,published,1365.0,3
Farm Harvest,Ragi,OD23,2014-15,published,1399.0,3
Farm Harvest,Ragi,OD23,2015-16,published,1588.0,3
Farm Harvest,Ragi,OD23,2016-17,published,1829.0,3
Farm Harvest,Ragi,OD23,2017-18,published,1550.0,3
Farm Harvest,Ragi,OD23,2018-19,published,2050.0,3
Farm Harvest,Ragi,OD23,2019-20,projected,2255.0,3
Farm Harvest,Ragi,OD23,2020-21,projected,2480.5,3
Farm Harvest,Ragi,OD23,2021-22,projected,2728.55,3
Farm Harvest,Ragi,OD23,2022-23,projected,3001.41,3
Farm Harvest,Ragi,OD23,2023-24,projected,3301.55,3
Farm Harvest,Ragi,OD23,2024-25,projected,3631.7,3
Farm Harvest,Ragi,OD24,2013-14,published,1500.0,3
Farm Harvest,Ragi,OD24,2014-15,published,1525.0,3
Farm Harvest,Ragi,OD24,2015-16,published,1675.0,3
Farm Harvest,Ragi,OD24,2016-17,published,2175.0,3
Farm Harvest,Ragi,OD24,2017-18,published,1929.0,3
Farm Harvest,Ragi,OD24,2018-19,imputed,2480.69,3
Farm Harvest,Ragi,OD24,2019-20,projected,2276.45,3
Farm Harvest,Ragi,OD24,2020-21,projected,2504.1,3
Farm Harvest,Ragi,OD24,2021-22,projected,2754.51,3
Farm Harvest,Ragi,OD24,2022-23,projected,3029.96,3
Farm Harvest,Ragi,OD24,2023-24,projected,3332.96,3
Farm Harvest,Ragi,OD24,2024-25,projected,3666.25,3
Farm Harvest,Ragi,OD25,2013-14,published,1400.0,3
Farm Harvest,Ragi,OD25,2014-15,published,1450.0,3
Farm Harvest,Ragi,OD25,2015-16,published,1645.0,3
Farm Harvest,Ragi,OD25,2016-17,published,1500.0,3
Farm Harvest,Ragi,OD25,2017-18,published,1886.0,3
Farm Harvest,Ragi,OD25,2018-19,published,2300.0,3
Farm Harvest,Ragi,OD25,2019-20,projected,2530.0,3
Farm Harvest,Ragi,OD25,2020-21,projected,2783.0,3
Farm Harvest,Ragi,OD25,2021-22,projected,3061.3,3
Farm Harvest,Ragi,OD25,2022-23,projected,3367.43,3
Farm Harvest,Ragi,OD25,2023-24,projected,3704.17,3
Farm Harvest,Ragi,OD25,2024-25,projected,4074.59,3
Farm Harvest,Ragi,OD26,2013-14,published,1550.0,3
Farm Harvest,Ragi,OD26,2014-15,published,1555.0,3
Farm Harvest,Ragi,OD26,2015-16,published,1700.0,3
Farm Harvest,Ragi,OD26,2016-17,imputed,2212.82,3
Farm Harvest,Ragi,OD26,2017-18,published,3000.0,3
Farm Harvest,Ragi,OD26,2018-19,imputed,2780.44,3
Farm Harvest,Ragi,OD26,2019-20,projected,2551.53,3
Farm Harvest,Ragi,OD26,2020-21,projected,2806.69,3
Farm Harvest,Ragi,OD26,2021-22,projected,3087.36,3
Farm Harvest,Ragi,OD26,2022-23,projected,3396.09,3
Farm Harvest,Ragi,OD26,2023-24,projected,3735.7,3
Farm Harvest,Ragi,OD26,2024-25,projected,4109.27,3
Farm Harvest,Ragi,OD27,2013-14,published,1293.0,3
Farm Harvest,Ragi,OD27,2014-15,published,1481.0,3
Farm Harvest,Ragi,OD27,2015-16,published,1650.0,3
Farm Harvest,Ragi,OD27,2016-17,published,1713.0,3
Farm Harvest,Ragi,OD27,2017-18,published,1617.0,3
Farm Harvest,Ragi,OD27,2018-19,published,2224.0,3
Farm Harvest,Ragi,OD27,2019-20,projected,2446.4,3
Farm Harvest,Ragi,OD27,2020-21,projected,2691.04,3
Farm Harvest,Ragi,OD27,2021-22,projected,2960.14,3
Farm Harvest,Ragi,OD27,2022-23,projected,3256.16,3
Farm Harvest,Ragi,OD27,2023-24,projected,3581.77,3
Farm Harvest,Ragi,OD27,2024-25,projected,3939.95,3
Farm Harvest,Ragi,OD28,2013-14,published,1400.0,3
Farm Harvest,Ragi,OD28,2014-15,published,1493.0,3
Farm Harvest,Ragi,OD28,2015-16,published,1665.0,3
Farm Harvest,Ragi,OD28,2016-17,published,2491.0,3
Farm Harvest,Ragi,OD28,2017-18,imputed,2192.69,3
Farm Harvest,Ragi,OD28,2018-19,published,2886.0,3
Farm Harvest,Ragi,OD28,2019-20,projected,3174.6,3
Farm Harvest,Ragi,OD28,2020-21,projected,3492.06,3
Farm Harvest,Ragi,OD28,2021-22,projected,3841.27,3
Farm Harvest,Ragi,OD28,2022-23,projected,4225.39,3
Farm Harvest,Ragi,OD28,2023-24,projected,4647.93,3
Farm Harvest,Ragi,OD28,2024-25,projected,5112.73,3
Farm Harvest,Ragi,OD29,2013-14,published,1750.0,3
Farm Harvest,Ragi,OD29,2014-15,published,1700.0,3
Farm Harvest,Ragi,OD29,2015-16,published,1720.0,3
Farm Harvest,Ragi,OD29,2016-17,imputed,2154.13,3
Farm Harvest,Ragi,OD29,2017-18,imputed,2258.05,3
Farm Harvest,Ragi,OD29,2018-19,imputed,2706.7,3
Farm Harvest,Ragi,OD29,2019-20,projected,2062.78,3
Farm Harvest,Ragi,OD29,2020-21,projected,2269.06,3
Farm Harvest,Ragi,OD29,2021-22,projected,2495.96,3
Farm Harvest,Ragi,OD29,2022-23,projected,2745.56,3
Farm Harvest,Ragi,OD29,2023-24,projected,3020.11,3
Farm Harvest,Ragi,OD29,2024-25,projected,3322.13,3
Farm Harvest,Ragi,OD30,2013-14,imputed,1620.94,3
Farm Harvest,Ragi,OD30,2014-15,imputed,1692.42,3
Farm Harvest,Ragi,OD30,2015-16,imputed,1874.08,3
Farm Harvest,Ragi,OD30,2016-17,imputed,2152.78,3
Farm Harvest,Ragi,OD30,2017-18,imputed,2256.64,3
Farm Harvest,Ragi,OD30,2018-19,published,2705.0,3
Farm Harvest,Ragi,OD30,2019-20,projected,2975.5,3
Farm Harvest,Ragi,OD30,2020-21,projected,3273.05,3
Farm Harvest,Ragi,OD30,2021-22,projected,3600.36,3
Farm Harvest,Ragi,OD30,2022-23,projected,3960.39,3
Farm Harvest,Ragi,OD30,2023-24,projected,4356.43,3
Farm Harvest,Ragi,OD30,2024-25,projected,4792.07,3
Farm Harvest,Sugarcane,OD01,2013-14,imputed,187.02,3
Farm Harvest,Sugarcane,OD01,2014-15,published,236.0,3
Farm Harvest,Sugarcane,OD01,2015-16,published,267.0,3
Farm Harvest,Sugarcane,OD01,2016-17,published,300.0,3
Farm Harvest,Sugarcane,OD01,2017-18,published,341.0,3
Farm Harvest,Sugarcane,OD01,2018-19,published,350.0,3
Farm Harvest,Sugarcane,OD01,2019-20,projected,385.0,3
Farm Harvest,Sugarcane,OD01,2020-21,projected,423.5,3
Farm Harvest,Sugarcane,OD01,2021-22,projected,465.85,3
Farm Harvest,Sugarcane,OD01,2022-23,projected,512.44,3
Farm Harvest,Sugarcane,OD01,2023-24,projected,563.68,3
Farm Harvest,Sugarcane,OD01,2024-25,projected,620.05,3
Farm Harvest,Sugarcane,OD02,2013-14,published,168.0,3
Farm Harvest,Sugarcane,OD02,2014-15,published,210.0,3
Farm Harvest,Sugarcane,OD02,2015-16,published,245.0,3
Farm Harvest,Sugarcane,OD02,2016-17,published,277.0,3
Farm Harvest,Sugarcane,OD02,2017-18,published,365.0,3
Farm Harvest,Sugarcane,OD02,2018-19,published,340.0,3
Farm Harvest,Sugarcane,OD02,2019-20,projected,374.0,3
Farm Harvest,Sugarcane,OD02,2020-21,projected,411.4,3
Farm Harvest,Sugarcane,OD02,2021-22,projected,452.54,3
Farm Harvest,Sugarcane,OD02,2022-23,projected,497.79,3
Farm Harvest,Sugarcane,OD02,2023-24,projected,547.57,3
Farm Harvest,Sugarcane,OD02,2024-25,projected,602.33,3
Farm Harvest,Sugarcane,OD03,2013-14,imputed,183.14,3
Farm Harvest,Sugarcane,OD03,2014-15,published,235.0,3
Farm Harvest,Sugarcane,OD03,2015-16,published,258.0,3
Farm Harvest,Sugarcane,OD03,2016-17,published,285.0,3
Farm Harvest,Sugarcane,OD03,2017-18,published,375.0,3
Farm Harvest,Sugarcane,OD03,2018-19,published,310.0,3
Farm Harvest,Sugarcane,OD03,2019-20,projected,341.0,3
Farm Harvest,Sugarcane,OD03,2020-21,projected,375.1,3
Farm Harvest,Sugarcane,OD03,2021-22,projected,412.61,3
Farm Harvest,Sugarcane,OD03,2022-23,projected,453.87,3
Farm Harvest,Sugarcane,OD03,2023-24,projected,499.26,3
Farm Harvest,Sugarcane,OD03,2024-25,projected,549.18,3
Farm Harvest,Sugarcane,OD04,2013-14,published,162.0,3
Farm Harvest,Sugarcane,OD04,2014-15,published,200.0,3
Farm Harvest,Sugarcane,OD04,2015-16,published,233.0,3
Farm Harvest,Sugarcane,OD04,2016-17,published,244.0,3
Farm Harvest,Sugarcane,OD04,2017-18,published,325.0,3
Farm Harvest,Sugarcane,OD04,2018-19,published,300.0,3
Farm Harvest,Sugarcane,OD04,2019-20,projected,330.0,3
Farm Harvest,Sugarcane,OD04,2020-21,projected,363.0,3
Farm Harvest,Sugarcane,OD04,2021-22,projected,399.3,3
Farm Harvest,Sugarcane,OD04,2022-23,projected,439.23,3
Farm Harvest,Sugarcane,OD04,2023-24,projected,483.15,3
Farm Harvest,Sugarcane,OD04,2024-25,projected,531.47,3
Farm Harvest,Sugarcane,OD05,2013-14,imputed,185.53,3
Farm Harvest,Sugarcane,OD05,2014-15,published,235.0,3
Farm Harvest,Sugarcane,OD05,2015-16,published,257.0,3
